feature,importance
Price_USD,0.7002094940865278
Performance_Score,0.13344195427915997
Battery_Life_Days,0.039510489680013854
Sleep_Tracking_Accuracy_Percent,0.03826300481656106
GPS_Accuracy_Meters,0.029309600593398023
Heart_Rate_Accuracy_Percent,0.024598793716556076
Step_Count_Accuracy_Percent,0.021482575943005566
Health_Sensors_Count,0.013184086884777749
